92	Assoc. L'Ami de Pain	0	\N	93	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
93	Le Coup de Pouce 	0	\N	94	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
94	Pause panier	0	\N	95	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
95	Panier Garni, Point "E"	0	\N	96	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
96	GAF Secours Catholique	0	\N	97	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
97	Epicerie Sociale	0	\N	98	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
98	Assoc. La Boutique	0	\N	99	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
99	Epicerie sociale Sanclaudienne	0	\N	100	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
100	Assoc. L'Idéal	0	\N	101	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
101	Association Caba - Communauté de Montfort	0	\N	102	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
102	Assoc. La Ruche Landaise	0	\N	103	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
103	Sans Façon	0	\N	104	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
104	AssocIation "Clin d'œil"	0	\N	105	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
105	Assoc. L'Arbre à Pain	1	\N	106	\N	\N	675	\N	676	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-08-01 14:48:05	2015-09-22 00:00:00	238	https://apps.softinnov.fr/facturationzen/download/uuid/f76383d9-4592-49a9-98e0-007e59b69e54
106	La Passerelle	0	\N	107	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
107	Epicerie sociale Au p'tit marché 	0	\N	108	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
108	Boutique Alimentaire	0	\N	109	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
109	Le petit Pont de Laya	0	\N	110	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
110	Epices 	0	\N	111	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
111	AGORAé Saint Etienne	1	\N	112	\N	7481	1547	7482	1548	\N	\N	1	\N	0	2478	2008-03-26 15:50:52	2014-03-06 16:56:21	\N	237	\N
112	Libre service du Secours Populaire	0	\N	113	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
113	CESAM	2	\N	114	\N	1673	361	1674	362	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-06-18 12:52:08	2015-04-13 00:00:00	237	\N
114	Assoc. Bellevue, Epicerie communautaire	0	\N	115	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
115	Assoc. Au p'tit Plus	0	\N	116	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
116	Epicerie sociale AGORA	0	\N	117	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
117	Coopérative La Ruche Eco	0	\N	118	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
118	Le Panier Fleury	0	\N	119	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
119	Espace solidarité	0	\N	120	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
120	L'épicerie sociale	0	\N	121	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
121	EPI	0	\N	122	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
122	Eco-panier	0	\N	123	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
123	Assoc.La Halte du Cœur	0	\N	124	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
124	L'étape	0	\N	125	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	2015-01-31 00:00:00	237	\N
125	Groupement d'Alimentation Familiale	0	\N	126	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
126	Groupement d'Alimentation Familiale	0	\N	127	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
127	Association Epicerie sociale	0	\N	128	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
128	Groupement d'Alimentation Familiale	0	\N	129	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
129	Secours Catholique	0	\N	130	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
130	Association Déclic	0	\N	131	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
131	Coup de pouce	0	\N	132	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
132	Assoc. La Source	0	\N	133	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
133	Assoc. Coup de pouce	0	\N	134	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
134	Epicerie sociale "l'Escale Berthevinoise"	0	\N	135	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
135	La ruche	0	\N	136	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
136	Assoc. OPDAM	1	\N	137	\N	3518	863	3519	864	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-04-17 15:22:30	2015-04-27 00:00:00	237	\N
137	Espace solidarité	0	\N	138	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
138	Solidarité Nationale et internationale 	0	\N	139	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
139	Croix Rouge Francaise	0	\N	140	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
140	Agoraé Nancy	1	\N	141	\N	6273	1346	6274	1347	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-07-03 15:23:00	2015-02-21 00:00:00	237	\N
141	Epicerie Solidaire - EPI SOL	0	\N	142	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
142	Le passage	0	\N	143	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
143	Coopérative alimentaire St Vincent de paul	0	\N	144	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
144	CCAS	0	\N	145	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
145	Assoc. L'épicerie solidaire	0	\N	146	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
146	Assoc. A Deux Mains	0	\N	147	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
147	E.A.I.S.	0	\N	148	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
148	Assoc. ACIER	0	\N	149	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
149	Epicerie solidaire TABGHA	1	\N	150	\N	6395	1375	6396	1376	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-06-26 17:24:48	2015-06-26 00:00:00	237	\N
150	EPISOL	1	\N	151	\N	\N	902	4219	903	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-06-02 16:23:42	2015-07-07 00:00:00	237	\N
151	Epicerie sociale	1	\N	152	\N	1500	449	1501	450	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-04-01 19:26:43	2015-02-19 00:00:00	237	\N
152	Epicerie sociale	0	\N	153	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
153	Epicerie sociale Joséphine Baker	2	\N	154	\N	1307	391	1308	392	\N	\N	1	\N	0	61	2008-03-26 15:50:52	2014-04-01 18:58:11	2015-01-03 00:00:00	237	\N
154	AGORAé Lille	1	\N	155	\N	\N	1455	\N	1456	\N	\N	1	\N	0	428	2008-03-26 15:50:52	2014-04-01 17:45:24	2015-04-19 00:00:00	237	\N
155	Assoc. Epicerie Solidiare Citoyenne 	0	\N	156	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	1	2008-03-26 15:50:52	2008-03-26 15:50:52	\N	237	\N
